client_order_id,instrument,side,quantity,price
131,Lavender,1,650,491.00
132,Rose,1,610,415.65
133,Lavender,1,230,417.75
134,Orchid,2,910,202.97
135,Rose,2,840,434.38
136,Lavender,1,40,418.60
137,Lotus,2,350,102.08
138,Rose,2,390,231.45
139,Lavender,2,670,143.12
140,Lotus,1,290,435.81
141,Lavender,1,510,130.83
142,Lotus,2,740,213.88
143,Orchid,2,140,127.10
144,Rose,2,430,89.35
145,Lotus,1,70,198.15
146,Tulip,2,790,429.00
147,Lotus,1,130,464.73
148,Lotus,2,90,264.18
149,Rose,1,240,111.46
150,Lavender,2,780,392.71
151,Rose,2,770,329.35
152,Rose,2,710,86.74
153,Tulip,1,330,373.43
154,Lavender,1,520,244.68
155,Orchid,2,540,388.77
156,Rose,2,710,252.52
157,Orchid,2,140,20.97
158,Lotus,1,210,309.23
159,Tulip,2,780,121.23
160,Lavender,1,810,312.66
161,Lavender,1,210,257.17
162,Orchid,2,900,314.62
163,Rose,2,680,386.71
164,Lavender,1,830,49.84
165,Lotus,1,770,287.46
166,Orchid,1,450,251.34
167,Rose,2,920,16.91
168,Orchid,2,840,52.04
169,Lotus,1,510,288.25
170,Orchid,2,980,377.84
171,Lotus,1,1000,458.50
172,Lavender,2,950,397.32
173,Tulip,2,120,50.92
174,Orchid,2,610,358.05
175,Orchid,1,230,385.39
176,Orchid,1,850,120.08
177,Tulip,1,870,348.92
178,Tulip,1,560,423.26
179,Rose,2,490,192.83
180,Lotus,2,120,365.66
181,Lotus,2,930,436.57
182,Lotus,1,830,137.04
183,Orchid,1,310,496.53
184,Lotus,1,90,38.70
185,Orchid,1,730,7.21
186,Lavender,2,230,179.17
187,Lavender,2,660,240.93
188,Lavender,2,420,102.80
189,Orchid,1,600,256.89
190,Lotus,1,420,356.36
191,Orchid,1,410,375.99
192,Lotus,2,140,378.14
193,Lavender,1,650,0.27
194,Lotus,2,550,478.62
195,Tulip,1,230,288.58
196,Lavender,2,90,15.42
197,Rose,2,980,230.22
198,Tulip,2,10,211.41
199,Orchid,2,740,208.14
200,Rose,1,220,87.21
201,Lotus,2,250,206.96
202,Orchid,1,680,33.97
203,Orchid,1,640,215.42
204,Orchid,2,550,104.14
205,Orchid,1,970,25.41
206,Tulip,1,40,420.22
207,Orchid,1,210,415.92
208,Rose,1,990,140.67
209,Rose,1,540,321.57
210,Lotus,1,670,399.44
211,Tulip,2,930,460.78
212,Rose,2,830,401.36
213,Orchid,1,600,12.48
214,Lotus,2,990,161.28
215,Orchid,1,400,301.61
216,Rose,1,740,206.58
217,Rose,2,80,481.27
218,Tulip,2,420,158.25
219,Lotus,2,380,117.94
220,Tulip,1,990,361.57
221,Tulip,1,780,250.57
222,Rose,1,450,183.31
223,Lavender,1,30,67.36
224,Tulip,2,600,65.01
225,Orchid,1,120,255.18
226,Tulip,1,910,426.34
227,Rose,1,880,429.74
228,Tulip,2,960,263.44
229,Lotus,1,730,45.14
230,Lavender,1,250,90.55
231,Orchid,1,720,417.16
232,Tulip,1,650,417.43
233,Lavender,2,900,476.95
234,Rose,1,690,39.69
235,Tulip,2,970,419.53
236,Tulip,1,390,271.26
237,Tulip,1,270,89.60
238,Lotus,1,320,59.59
239,Lavender,2,230,104.45
240,Tulip,1,650,315.84
241,Orchid,1,850,58.86
242,Tulip,1,580,95.48
243,Orchid,2,380,81.20
244,Lotus,1,410,421.08
245,Lotus,2,10,81.23
246,Rose,1,300,471.27
247,Rose,2,640,440.36
248,Orchid,2,390,206.75
249,Lotus,1,190,109.63
250,Lavender,2,20,472.48
251,Orchid,2,600,51.71
252,Lotus,2,490,41.30
253,Rose,2,280,301.14
254,Lotus,2,390,379.47
255,Lavender,1,680,196.54
256,Orchid,2,60,256.57
257,Orchid,1,300,465.84
258,Lavender,1,340,450.59
259,Orchid,1,690,491.16
260,Orchid,1,200,498.09
261,Orchid,1,120,203.51
262,Lavender,1,790,306.35
263,Rose,2,120,243.29
264,Tulip,2,440,359.23
265,Lotus,1,870,286.13
266,Rose,1,790,432.37
267,Orchid,2,320,251.16
268,Rose,1,80,326.84
269,Orchid,1,720,462.11
270,Lotus,2,600,253.33
271,Rose,1,250,177.35
272,Rose,2,760,7.33
273,Lavender,2,470,341.44
274,Rose,1,40,321.95
275,Orchid,1,770,188.22
276,Lotus,2,480,397.59
277,Tulip,2,560,317.06
278,Lotus,2,340,397.34
279,Tulip,2,50,155.16
280,Orchid,1,670,492.86
281,Lotus,1,590,141.06
282,Orchid,2,570,229.76
283,Rose,2,890,217.24
284,Tulip,1,850,204.98
285,Lavender,1,550,40.26
286,Tulip,1,660,418.15
287,Tulip,2,920,420.94
288,Lavender,1,800,401.62
289,Lotus,1,580,307.79
290,Orchid,2,250,377.87
291,Tulip,1,570,363.62
292,Lavender,2,40,287.13
293,Lavender,2,990,442.08
294,Orchid,1,690,24.45
295,Orchid,2,670,39.05
296,Lotus,2,260,24.31
297,Rose,2,670,226.29
298,Tulip,1,150,216.87
299,Tulip,1,400,450.90
300,Lotus,1,180,261.56
301,Lavender,2,230,497.37
302,Rose,1,670,61.99
303,Rose,1,200,135.78
304,Lavender,1,630,269.73
305,Lavender,2,640,414.87
306,Lavender,2,640,50.38
307,Lavender,1,310,102.40
308,Lotus,1,750,75.26
309,Tulip,1,620,452.75
310,Rose,1,220,198.49
311,Rose,1,430,158.20
312,Rose,1,100,192.70
313,Tulip,1,590,85.88
314,Orchid,1,880,162.42
315,Rose,1,960,416.22
316,Lavender,2,820,389.88
317,Rose,1,970,335.39
318,Lavender,1,710,323.85
319,Lavender,2,480,440.84
320,Tulip,1,350,356.27
321,Tulip,1,10,472.65
322,Orchid,2,460,203.52
323,Lotus,1,40,17.28
324,Orchid,1,370,462.49
325,Orchid,1,380,31.99
326,Orchid,1,170,482.23
327,Lavender,2,10,472.13
328,Lavender,2,890,140.93
329,Lotus,1,600,326.31
330,Rose,2,360,84.33
331,Orchid,1,450,13.31
332,Lotus,1,1000,250.65
333,Lotus,1,190,473.72
334,Lavender,2,890,213.64
335,Lotus,1,530,224.28
336,Lavender,1,320,184.93
337,Orchid,1,90,36.62
338,Tulip,2,680,359.00
339,Lotus,1,240,320.52
340,Rose,2,580,250.92
341,Orchid,1,700,34.23
342,Lotus,2,860,74.72
343,Orchid,2,890,39.19
344,Rose,1,730,483.08
345,Tulip,1,850,1.29
346,Rose,2,280,325.40
347,Lavender,2,490,142.21
348,Rose,2,580,318.74
349,Tulip,2,150,366.18
350,Rose,2,180,339.19
351,Lavender,2,870,77.17
352,Rose,1,1000,35.49
353,Lotus,2,510,96.72
354,Lotus,2,980,192.93
355,Tulip,2,780,121.42
356,Lavender,1,900,390.92
357,Lotus,2,920,101.12
358,Rose,1,320,400.19
359,Lavender,1,320,452.18
360,Tulip,1,300,316.49
361,Orchid,2,510,294.97
362,Lotus,1,980,279.13
363,Lavender,2,420,195.01
364,Rose,2,410,429.43
365,Orchid,2,710,369.19
366,Orchid,2,220,270.78
367,Rose,1,190,74.26
368,Lavender,2,940,194.90
369,Rose,1,570,310.97
370,Rose,2,940,51.23
371,Lotus,2,580,244.30
372,Orchid,1,810,391.17
373,Tulip,2,220,433.26
374,Orchid,1,880,119.04
375,Lotus,2,720,57.13
376,Lavender,1,570,339.14
377,Rose,1,450,233.66
378,Rose,1,820,342.72
379,Rose,1,60,48.08
380,Rose,1,840,341.93
381,Rose,1,270,464.28
382,Rose,2,630,343.62
383,Lotus,2,490,169.38
384,Rose,2,520,76.30
385,Rose,2,480,369.78
386,Rose,1,200,96.53
387,Lotus,1,320,127.60
388,Tulip,2,940,0.30
389,Lavender,1,220,389.06
390,Tulip,2,790,46.32
391,Lotus,1,100,207.63
392,Orchid,1,320,430.67
393,Tulip,2,350,270.41
394,Tulip,1,950,183.10
395,Orchid,2,220,28.24
396,Orchid,2,10,265.54
397,Tulip,1,710,156.81
398,Lotus,2,380,266.50
399,Rose,1,900,330.55
400,Lavender,1,720,134.95
401,Lavender,1,800,416.01
402,Lotus,2,460,327.95
403,Lotus,1,460,498.06
404,Orchid,1,320,238.19
405,Lavender,1,590,21.21
406,Lotus,1,280,168.45
407,Lotus,2,900,335.23
408,Tulip,1,510,18.60
409,Lavender,2,300,245.08
410,Tulip,2,920,488.75
411,Rose,2,500,172.95
412,Tulip,1,830,174.63
413,Lotus,2,400,473.91
414,Lavender,2,100,263.73
415,Lavender,2,860,149.88
416,Lavender,2,950,132.22
417,Rose,2,890,417.40
418,Tulip,2,800,28.71
419,Orchid,2,1000,226.36
420,Orchid,2,700,218.63
421,Lotus,2,1000,465.60
422,Orchid,2,850,371.44
423,Tulip,1,760,377.05
424,Lotus,1,750,265.70
425,Rose,2,980,239.85
426,Lavender,1,470,317.58
427,Rose,2,490,149.40
428,Lotus,2,370,284.76
429,Tulip,1,340,154.54
430,Orchid,1,740,209.73
431,Rose,2,220,88.35
432,Rose,2,740,473.46
433,Rose,1,90,460.11
434,Lavender,2,650,248.14
435,Rose,2,370,420.91
436,Orchid,2,70,498.59
437,Orchid,1,110,176.36
438,Lotus,2,540,316.01
439,Lavender,1,790,365.25
440,Lotus,2,170,80.56
441,Rose,1,980,435.61
442,Rose,2,630,143.22
443,Rose,1,490,416.06
444,Rose,1,510,143.37
445,Tulip,1,420,148.02
446,Lotus,2,830,330.35
447,Lavender,2,950,112.64
448,Rose,1,620,483.16
449,Lotus,1,370,457.95
450,Tulip,1,410,322.38
451,Orchid,2,150,218.90
452,Tulip,2,590,164.42
453,Rose,1,150,27.99
454,Tulip,2,670,106.56
455,Orchid,1,60,163.63
456,Tulip,2,210,296.60
457,Lavender,2,270,230.39
458,Rose,2,660,118.53
459,Rose,2,510,478.56
460,Rose,1,930,408.15
461,Lavender,1,140,331.87
462,Rose,1,360,165.80
463,Lotus,2,790,310.56
464,Lotus,2,140,459.66
465,Orchid,2,40,137.41
466,Lavender,2,810,184.62
467,Lavender,2,40,388.12
468,Orchid,2,880,212.87
469,Rose,2,70,9.35
470,Lotus,2,420,126.16
471,Lavender,2,390,496.16
472,Lavender,2,370,302.71
473,Lotus,2,480,48.10
474,Rose,2,270,185.91
475,Rose,2,30,445.32
476,Orchid,2,60,71.63
477,Lavender,1,580,262.79
478,Lavender,1,710,260.94
479,Orchid,2,780,240.47
480,Rose,1,170,86.81
481,Orchid,2,380,255.74
482,Orchid,2,590,364.74
483,Orchid,2,780,110.24
484,Tulip,1,950,437.71
485,Lotus,2,960,223.08
486,Lavender,1,170,497.31
487,Lavender,1,840,423.77
488,Rose,2,980,121.04
489,Orchid,2,460,339.49
490,Tulip,2,750,344.83
491,Lotus,2,30,204.85
492,Lotus,2,130,8.15
493,Tulip,2,430,329.27
494,Rose,1,830,141.44
495,Lavender,2,80,96.75
496,Orchid,1,200,150.22
497,Rose,2,980,433.40
498,Orchid,1,980,106.37
499,Rose,2,500,238.17
500,Lavender,1,140,32.92
501,Lotus,2,410,238.42
502,Lavender,2,600,313.81
503,Lavender,1,560,363.91
504,Rose,1,540,470.07
505,Lotus,1,530,453.36
506,Lotus,1,540,125.91
507,Lotus,2,210,344.67
508,Lotus,1,660,276.94
509,Orchid,2,870,166.72
510,Rose,2,140,322.42
511,Tulip,2,660,294.99
512,Lotus,1,780,458.59
513,Tulip,1,220,95.53
514,Tulip,1,660,148.97
515,Rose,2,30,105.21
516,Orchid,1,890,348.06
517,Orchid,1,50,355.98
518,Orchid,1,990,212.70
519,Lavender,1,730,197.60
520,Lotus,2,1000,377.36
521,Rose,1,740,194.30
522,Tulip,2,530,92.67
523,Orchid,2,760,377.59
524,Rose,1,470,368.66
525,Lotus,1,310,21.63
526,Lavender,2,600,74.81
527,Lavender,1,130,89.21
528,Tulip,2,170,460.60
529,Lotus,2,910,94.90
530,Orchid,1,440,53.86
531,Lavender,1,350,85.20
532,Lotus,1,210,407.55
533,Rose,2,700,127.06
534,Tulip,1,380,441.58
535,Orchid,1,540,399.01
536,Lotus,1,60,127.64
537,Rose,1,220,491.70
538,Lavender,2,10,194.76
539,Orchid,2,120,96.52
540,Orchid,1,430,244.30
541,Tulip,1,110,322.31
542,Tulip,2,400,172.49
543,Orchid,1,790,194.28
544,Orchid,1,280,440.33
545,Rose,2,450,396.49
546,Orchid,1,450,250.81
547,Lavender,1,750,274.30
548,Tulip,2,70,397.89
549,Orchid,2,320,16.93
550,Rose,1,260,426.19
551,Rose,1,260,455.71
552,Tulip,1,400,459.26
553,Orchid,1,540,134.63
554,Lotus,2,660,27.91
555,Lavender,2,300,321.97
556,Rose,1,420,152.22
557,Lotus,2,270,413.54
558,Lotus,1,180,319.67
559,Rose,2,910,418.48
560,Orchid,2,390,492.28
561,Lotus,1,170,19.93
562,Orchid,2,930,133.22
563,Tulip,1,320,374.07
564,Rose,2,630,271.82
565,Rose,1,710,94.11
566,Orchid,1,920,253.94
567,Lavender,2,80,376.96
568,Orchid,1,530,287.99
569,Lavender,2,200,301.03
570,Rose,1,170,10.01
571,Tulip,1,720,284.49
572,Rose,2,530,255.81
573,Orchid,1,450,128.56
574,Lotus,1,520,193.48
575,Lotus,1,710,18.72
576,Rose,2,30,452.82
577,Lotus,1,230,226.99
578,Lotus,2,370,312.55
579,Orchid,2,390,227.80
580,Orchid,1,360,30.61
581,Rose,1,590,369.44
582,Orchid,1,130,266.43
583,Orchid,1,620,198.67
584,Lavender,2,800,86.32
585,Tulip,2,110,404.78
586,Orchid,1,140,84.84
587,Rose,1,700,412.60
588,Lotus,1,470,266.58
589,Rose,1,380,376.16
590,Rose,1,640,447.40
591,Rose,1,830,168.66
592,Lavender,1,940,459.00
593,Orchid,1,420,59.49
594,Rose,1,690,329.09
595,Tulip,2,310,206.61
596,Lotus,2,280,405.04
597,Orchid,1,550,223.48
598,Tulip,2,50,57.03
599,Orchid,2,410,88.88
600,Lavender,1,860,158.71
601,Orchid,1,420,397.58
602,Lotus,2,970,47.50
603,Lavender,2,520,21.37
604,Lavender,1,980,141.96
605,Lotus,1,850,305.15
606,Tulip,1,320,144.95
607,Lotus,1,540,103.21
608,Lavender,1,460,475.15
609,Lotus,2,130,234.03
610,Lotus,2,650,455.92
611,Rose,1,310,8.65
612,Orchid,2,100,299.92
613,Tulip,2,420,317.22
614,Tulip,2,140,263.84
615,Lavender,1,980,89.73
616,Rose,1,70,282.22
617,Tulip,1,880,117.94
618,Orchid,1,640,318.74
619,Rose,2,420,326.80
620,Lotus,1,490,306.05
621,Rose,1,110,393.01
622,Orchid,2,80,262.42
623,Orchid,1,320,140.78
624,Lavender,1,420,378.67
625,Rose,2,800,76.54
626,Lavender,2,910,84.95
627,Rose,1,30,427.79
628,Rose,2,640,114.90
629,Tulip,2,540,323.39
630,Rose,1,620,211.97
631,Lotus,1,470,323.52
632,Lavender,1,710,253.78
633,Rose,1,400,40.01
634,Lotus,2,270,143.67
635,Lotus,2,450,255.48
636,Lotus,1,110,86.45
637,Tulip,2,970,68.32
638,Tulip,1,980,374.73
639,Lotus,2,930,163.44
640,Lotus,2,760,177.71
641,Lavender,2,250,415.20
642,Rose,1,520,272.83
643,Tulip,2,520,427.56
644,Lotus,1,370,98.84
645,Lavender,2,790,181.14
646,Rose,1,480,22.95
647,Orchid,2,470,301.10
648,Lavender,2,660,150.77
649,Rose,1,120,489.25
650,Tulip,2,10,78.52
651,Lotus,2,810,274.67
652,Lavender,2,250,63.92
653,Rose,1,190,335.91
654,Rose,2,600,71.89
655,Tulip,1,660,240.58
656,Tulip,2,370,117.32
657,Orchid,2,330,28.57
658,Lotus,1,960,354.25
659,Tulip,1,30,114.23
660,Rose,1,880,485.33
661,Tulip,2,740,297.27
662,Tulip,1,770,8.45
663,Lavender,2,460,48.56
664,Lavender,1,300,321.34
665,Lotus,2,240,361.91
666,Lavender,2,580,67.95
667,Rose,1,380,103.82
668,Tulip,2,830,65.24
669,Tulip,1,490,101.25
670,Lavender,2,610,366.46
671,Lavender,2,20,101.22
672,Rose,2,430,307.64
673,Lavender,1,160,123.66
674,Lotus,2,510,356.51
675,Lavender,1,240,316.97
676,Rose,1,670,298.80
677,Rose,2,70,404.17
678,Orchid,2,660,175.12
679,Tulip,2,360,46.39
680,Lavender,2,640,269.49
681,Tulip,2,380,242.04
682,Lavender,1,340,225.56
683,Rose,1,640,10.81
684,Lavender,2,850,139.81
685,Tulip,2,580,479.83
686,Rose,1,870,493.13
687,Tulip,1,870,158.47
688,Lavender,2,120,306.95
689,Lavender,1,860,344.86
690,Rose,1,420,340.62
691,Lavender,1,310,330.49
692,Lotus,2,730,294.57
693,Tulip,2,970,498.43
694,Rose,1,460,358.70
695,Tulip,2,220,493.59
696,Lotus,2,380,61.21
697,Tulip,1,860,3.60
698,Tulip,1,830,8.27
699,Lotus,1,590,465.17
700,Tulip,2,440,165.45
701,Tulip,1,190,204.61
702,Lavender,2,920,255.52
703,Rose,2,360,162.02
704,Rose,1,890,226.60
705,Rose,2,280,36.10
706,Lotus,1,280,247.18
707,Lavender,2,220,218.67
708,Lavender,1,870,437.37
709,Orchid,1,30,447.23
710,Lotus,1,770,223.49
711,Tulip,1,430,67.93
712,Lavender,2,670,318.45
713,Orchid,2,140,353.62
714,Lavender,2,190,293.38
715,Orchid,1,350,69.51
716,Tulip,1,560,302.59
717,Lotus,1,120,369.03
718,Lavender,1,30,176.83
719,Rose,2,980,246.46
720,Rose,1,730,228.77
721,Rose,1,990,325.11
722,Lavender,1,930,262.39
723,Lavender,1,20,142.15
724,Rose,2,520,81.13
725,Lavender,1,800,75.91
726,Orchid,1,620,489.62
727,Tulip,1,670,152.80
728,Tulip,2,1000,374.07
729,Orchid,2,910,233.64
730,Tulip,1,400,24.24
731,Lotus,1,730,43.17
732,Lotus,2,770,245.68
733,Tulip,2,580,134.11
734,Lotus,2,830,55.95
735,Orchid,2,540,363.52
736,Rose,1,510,102.84
737,Orchid,2,640,251.23
738,Orchid,2,680,480.39
739,Lavender,2,450,24.48
740,Orchid,2,390,439.17
741,Lotus,2,530,23.06
742,Orchid,1,850,474.38
743,Rose,1,790,116.66
744,Lavender,1,280,180.30
745,Tulip,2,450,89.39
746,Orchid,2,490,318.99
747,Lavender,2,540,5.04
748,Tulip,1,940,122.87
749,Orchid,2,850,145.99
750,Tulip,1,850,51.75
751,Rose,2,450,287.82
752,Orchid,2,670,392.66
753,Orchid,2,130,3.69
754,Rose,1,290,190.39
755,Tulip,1,780,273.99
756,Lotus,2,150,421.59
757,Tulip,2,690,380.71
758,Lavender,1,870,180.32
759,Lotus,2,310,404.91
760,Lavender,1,70,188.39
761,Rose,1,540,10.12
762,Rose,2,570,3.53
763,Tulip,2,380,438.36
764,Rose,2,40,485.40
765,Tulip,2,930,173.39
766,Tulip,1,760,279.97
767,Lavender,2,920,55.64
768,Rose,2,300,234.19
769,Rose,2,670,365.20
770,Rose,1,140,388.74
771,Tulip,2,330,23.67
772,Lotus,2,640,214.36
773,Lavender,1,350,173.72
774,Orchid,1,240,31.11
775,Lavender,2,700,279.42
776,Lavender,1,420,270.68
777,Lotus,2,720,136.25
778,Rose,1,170,424.83
779,Lavender,2,340,47.73
780,Lavender,1,480,434.21
781,Orchid,1,730,111.59
782,Tulip,1,90,284.58
783,Lotus,2,180,29.91
784,Lavender,2,470,65.88
785,Lotus,1,360,365.15
786,Orchid,1,970,121.44
787,Lavender,1,370,85.13
788,Rose,1,240,51.13
789,Lavender,1,30,266.17
790,Lavender,1,750,275.51
791,Orchid,1,920,390.45
792,Rose,2,660,23.57
793,Orchid,2,450,447.23
794,Lotus,1,90,250.45
795,Lotus,1,290,173.99
796,Rose,1,300,155.34
797,Lotus,1,160,260.73
798,Lotus,1,870,47.81
799,Tulip,2,630,422.88
800,Lavender,1,220,384.03
801,Orchid,1,550,385.78
802,Rose,1,300,227.31
803,Lavender,2,950,80.88
804,Rose,1,320,275.33
805,Lavender,1,580,331.35
806,Orchid,1,510,87.36
807,Lotus,2,530,236.54
808,Lotus,2,570,310.53
809,Orchid,2,470,343.89
810,Lavender,2,110,442.90
811,Lotus,1,910,260.36
812,Rose,2,160,420.19
813,Orchid,1,200,309.58
814,Orchid,2,130,56.48
815,Orchid,1,60,224.79
816,Tulip,2,330,452.52
817,Tulip,1,750,439.68
818,Tulip,1,30,471.89
819,Rose,2,880,261.10
820,Rose,1,820,404.45
821,Lavender,2,860,193.01
822,Tulip,2,80,409.34
823,Orchid,1,480,383.36
824,Rose,2,930,398.14
825,Lavender,2,150,53.86
826,Lavender,1,50,209.26
827,Tulip,2,890,165.16
828,Lotus,2,360,275.39
829,Rose,2,60,74.21
830,Tulip,1,270,330.20
831,Lavender,2,970,120.85
832,Lotus,1,170,233.19
833,Tulip,2,20,400.53
834,Tulip,1,80,245.01
835,Lavender,1,540,55.77
836,Rose,1,480,334.96
837,Rose,1,950,135.70
838,Lotus,1,710,469.37
839,Rose,2,360,143.10
840,Lotus,2,840,277.75
841,Lavender,1,970,469.68
842,Rose,1,250,17.47
843,Orchid,1,240,455.50
844,Orchid,2,780,72.03
845,Rose,1,360,88.57
846,Tulip,1,210,432.43
847,Lotus,2,860,472.91
848,Lotus,2,730,453.03
849,Rose,2,140,287.00
850,Tulip,2,390,484.13
851,Lotus,1,130,477.87
852,Lotus,1,490,40.92
853,Tulip,2,400,298.38
854,Tulip,1,720,235.30
855,Lavender,2,620,162.10
856,Tulip,2,680,378.23
857,Lavender,2,70,130.25
858,Orchid,1,230,443.79
859,Orchid,2,590,213.71
860,Lotus,2,80,425.23
861,Lotus,1,790,304.84
862,Orchid,1,730,158.87
863,Tulip,1,900,188.12
864,Lavender,2,100,89.69
865,Orchid,2,950,119.39
866,Orchid,1,460,103.69
867,Lavender,1,940,149.95
868,Tulip,2,190,14.28
869,Lotus,2,900,433.08
870,Orchid,1,150,241.83
871,Lotus,1,460,87.62
872,Orchid,1,320,234.60
873,Orchid,2,10,254.27
874,Lotus,1,440,157.19
875,Rose,2,790,222.56
876,Lotus,1,480,100.20
877,Lotus,1,920,415.97
878,Rose,2,340,394.96
879,Orchid,1,990,259.28
880,Rose,2,870,368.10
881,Lotus,2,310,93.57
882,Lotus,1,60,38.43
883,Tulip,1,290,393.49
884,Tulip,1,360,221.33
885,Tulip,1,830,65.22
886,Lotus,2,150,174.80
887,Lavender,2,150,5.78
888,Rose,1,210,385.42
889,Orchid,1,40,395.54
890,Rose,2,990,154.57
891,Orchid,1,130,260.78
892,Lotus,2,960,394.09
893,Orchid,1,880,48.85
894,Tulip,2,870,305.86
895,Orchid,1,480,445.63
896,Lavender,1,450,206.94
897,Orchid,1,770,88.60
898,Tulip,2,710,353.69
899,Lavender,2,490,247.19
900,Lotus,2,300,383.40
901,Rose,2,750,363.41
902,Tulip,1,350,489.73
903,Rose,2,540,306.51
904,Rose,2,290,195.54
905,Lavender,2,660,205.93
906,Lavender,2,650,211.01
907,Lavender,1,540,472.21
908,Orchid,1,130,430.36
909,Lotus,1,770,374.91
910,Lavender,1,280,56.23
911,Orchid,1,830,169.03
912,Lotus,1,450,178.82
913,Orchid,2,680,305.77
914,Rose,2,420,433.02
915,Lavender,2,600,135.46
916,Orchid,1,780,66.20
917,Lavender,2,940,412.26
918,Lotus,1,140,62.50
919,Lotus,2,180,192.51
920,Lavender,2,930,62.68
921,Tulip,1,920,430.23
922,Lavender,1,70,493.64
923,Rose,2,970,217.11
924,Lavender,1,710,344.30
925,Tulip,2,760,186.65
926,Rose,1,510,70.24
927,Lotus,2,840,265.13
928,Tulip,2,530,423.50
929,Lotus,2,430,111.86
930,Lavender,1,390,404.28
931,Lavender,2,980,227.82
932,Lotus,2,160,58.67
933,Lavender,2,420,332.12
934,Tulip,2,60,241.95
935,Rose,1,660,477.73
936,Lavender,1,290,202.49
937,Tulip,1,40,355.00
938,Lavender,2,820,268.50
939,Orchid,2,560,105.57
940,Lotus,2,410,440.43
941,Lotus,2,110,326.93
942,Orchid,1,690,97.99
943,Lotus,2,830,374.25
